1,8,女,天津,奥迪Q2L,65,红色
2,8,女,广州,奥迪A6L,87,灰色
3,12,女,广州,宝马X1,95,灰色
4,10,男,上海,奥迪A6L,87,蓝色
5,12,女,北京,奥迪Q2L,65,灰色
6,9,女,深圳,奔驰EQC,150,黑色
7,3,女,广州,大众朗逸,23,黑色
8,4,男,天津,奥迪Q2L,65,白色
9,9,男,杭州,宝马X1,95,蓝色
10,5,男,上海,奥迪Q2L,65,白色
11,2,男,天津,奥迪A6L,87,灰色
12,2,男,深圳,宝马3系,96,黑色
13,10,女,杭州,大众朗逸,23,黑色
14,11,男,广州,奥迪Q2L,65,黑色
15,1,男,杭州,宝马3系,96,红色
16,6,男,杭州,奥迪A6L,87,灰色
17,3,男,深圳,大众朗逸,23,红色
18,4,女,上海,奥迪A6L,87,红色
19,11,女,上海,宝马X1,95,灰色
20,2,男,杭州,宝马X1,95,灰色
21,6,女,上海,宝马X1,95,黑色
22,9,女,杭州,奥迪A6L,87,黑色
23,2,男,上海,大众朗逸,23,蓝色
24,7,男,天津,大众朗逸,23,白色
25,11,女,上海,奔驰EQC,150,灰色
26,3,男,杭州,奔驰EQC,150,黑色
27,10,女,天津,宝马X1,95,灰色
28,3,女,杭州,宝马3系,96,白色
29,11,女,杭州,奥迪Q2L,65,蓝色
30,9,女,深圳,宝马X1,95,灰色
31,12,女,天津,奔驰EQC,150,蓝色
32,3,男,天津,宝马3系,96,白色
33,10,男,杭州,奥迪Q2L,65,红色
34,11,男,上海,大众朗逸,23,灰色
35,3,女,杭州,奥迪A6L,87,红色
36,3,男,北京,大众朗逸,23,红色
37,6,男,北京,宝马X1,95,蓝色
38,8,女,上海,宝马3系,96,白色
39,2,男,上海,宝马3系,96,白色
40,4,男,深圳,奥迪A6L,87,蓝色
41,8,女,杭州,奔驰EQC,150,白色
42,5,女,杭州,宝马3系,96,红色
43,7,女,北京,奥迪Q2L,65,蓝色
44,2,女,广州,奔驰EQC,150,红色
45,12,女,北京,奥迪A6L,87,黑色
46,10,男,广州,奥迪A6L,87,黑色
47,11,男,天津,大众朗逸,23,红色
48,10,女,杭州,宝马3系,96,红色
49,6,女,深圳,奥迪A6L,87,黑色
50,10,女,广州,宝马3系,96,灰色
51,1,女,广州,奔驰EQC,150,蓝色
52,11,女,北京,大众朗逸,23,灰色
53,8,男,杭州,奥迪Q2L,65,蓝色
54,3,男,北京,宝马3系,96,白色
55,4,男,上海,奥迪Q2L,65,灰色
56,1,男,杭州,奥迪Q2L,65,黑色
57,6,女,杭州,宝马3系,96,蓝色
58,9,男,广州,宝马3系,96,灰色
59,4,女,广州,奔驰EQC,150,灰色
60,12,女,上海,宝马3系,96,白色
61,3,男,杭州,宝马X1,95,白色
62,2,男,深圳,奔驰EQC,150,蓝色
63,12,女,北京,宝马X1,95,灰色
64,10,男,广州,奥迪A6L,87,红色
65,8,男,上海,奔驰EQC,150,白色
66,1,女,上海,大众朗逸,23,蓝色
67,2,女,杭州,宝马X1,95,红色
68,6,男,深圳,奥迪Q2L,65,灰色
69,11,男,杭州,奔驰EQC,150,白色
70,12,男,天津,奥迪Q2L,65,红色
71,4,女,杭州,宝马3系,96,白色
72,1,男,上海,宝马3系,96,红色
73,10,女,北京,宝马3系,96,红色
74,10,男,深圳,奥迪Q2L,65,红色
75,3,女,天津,奥迪A6L,87,黑色
76,2,男,广州,奔驰EQC,150,灰色
77,1,女,深圳,奥迪A6L,87,黑色
78,10,女,杭州,宝马3系,96,灰色
79,7,女,深圳,奥迪Q2L,65,黑色
80,6,男,北京,奔驰EQC,150,蓝色
81,2,男,上海,宝马X1,95,白色
82,4,女,广州,宝马X1,95,黑色
83,5,女,北京,奔驰EQC,150,蓝色
84,9,男,北京,大众朗逸,23,白色
85,10,女,上海,宝马3系,96,黑色
86,6,男,上海,大众朗逸,23,红色
87,3,女,广州,宝马3系,96,蓝色
88,1,男,杭州,宝马X1,95,红色
89,11,女,广州,奥迪Q2L,65,灰色
90,6,男,广州,宝马3系,96,蓝色
91,5,女,天津,奥迪A6L,87,蓝色
92,6,女,广州,大众朗逸,23,黑色
93,5,男,上海,奥迪A6L,87,红色
94,12,女,天津,大众朗逸,23,黑色
95,2,女,上海,宝马3系,96,红色
96,1,女,深圳,奥迪Q2L,65,蓝色
97,4,女,上海,奥迪A6L,87,白色
98,7,男,广州,奔驰EQC,150,黑色
99,1,男,天津,宝马X1,95,灰色
100,2,男,北京,奥迪A6L,87,红色
101,10,女,广州,奥迪A6L,87,灰色
102,8,女,广州,奥迪Q2L,65,蓝色
103,10,女,广州,宝马X1,95,蓝色
104,8,男,天津,宝马X1,95,黑色
105,1,女,广州,宝马3系,96,蓝色
106,2,男,深圳,奥迪Q2L,65,蓝色
107,1,女,上海,奥迪A6L,87,红色
108,11,女,上海,奥迪A6L,87,红色
109,12,女,天津,奔驰EQC,150,红色
110,5,女,广州,宝马X1,95,红色
111,3,女,北京,奥迪Q2L,65,白色
112,11,女,广州,奥迪Q2L,65,红色
113,8,女,天津,奥迪Q2L,65,红色
114,8,女,上海,大众朗逸,23,灰色
115,3,女,天津,宝马X1,95,白色
116,9,男,天津,大众朗逸,23,蓝色
117,5,女,广州,奥迪A6L,87,灰色
118,3,男,广州,奥迪A6L,87,红色
119,8,女,上海,大众朗逸,23,白色
120,11,男,广州,奥迪Q2L,65,蓝色
121,12,女,杭州,大众朗逸,23,灰色
122,5,女,上海,奥迪Q2L,65,黑色
123,8,男,杭州,宝马X1,95,黑色
124,3,男,深圳,奔驰EQC,150,红色
125,10,女,深圳,奥迪A6L,87,黑色
126,7,男,深圳,大众朗逸,23,红色
127,3,男,杭州,大众朗逸,23,白色
128,1,男,深圳,宝马X1,95,白色
129,7,男,杭州,宝马3系,96,红色
130,9,女,天津,大众朗逸,23,黑色
131,11,男,上海,宝马3系,96,蓝色
132,6,女,上海,宝马X1,95,红色
133,6,男,天津,奥迪A6L,87,白色
134,8,男,广州,奥迪A6L,87,红色
135,4,女,广州,宝马3系,96,红色
136,12,男,上海,奥迪A6L,87,黑色
137,4,女,深圳,奥迪Q2L,65,灰色
138,7,男,上海,宝马3系,96,蓝色
139,1,女,天津,宝马3系,96,灰色
140,3,男,上海,宝马3系,96,黑色
141,12,女,深圳,大众朗逸,23,黑色
142,2,男,上海,宝马3系,96,灰色
143,6,男,广州,宝马X1,95,白色
144,5,女,深圳,宝马3系,96,白色
145,12,女,广州,奔驰EQC,150,白色
146,5,男,北京,宝马X1,95,灰色
147,7,女,杭州,宝马3系,96,红色
148,2,男,北京,奔驰EQC,150,灰色
149,4,女,上海,奔驰EQC,150,白色
150,4,男,杭州,大众朗逸,23,蓝色
151,12,男,广州,宝马3系,96,白色
152,8,男,深圳,奔驰EQC,150,红色
153,11,女,深圳,奥迪A6L,87,白色
154,3,男,天津,奔驰EQC,150,白色
155,9,男,天津,奥迪Q2L,65,黑色
156,12,女,广州,奔驰EQC,150,红色
157,10,男,深圳,奔驰EQC,150,蓝色
158,8,女,广州,大众朗逸,23,红色
159,1,男,深圳,奥迪A6L,87,白色
160,11,男,深圳,奥迪A6L,87,灰色
161,7,男,天津,奔驰EQC,150,白色
162,3,女,杭州,奔驰EQC,150,红色
163,5,男,天津,奥迪Q2L,65,灰色
164,4,男,深圳,宝马X1,95,红色
165,10,女,深圳,宝马X1,95,灰色
166,7,男,杭州,宝马X1,95,白色
167,11,男,天津,奥迪Q2L,65,白色
168,2,女,杭州,大众朗逸,23,黑色
169,7,女,深圳,大众朗逸,23,蓝色
170,11,男,深圳,宝马3系,96,白色
171,6,男,上海,奥迪Q2L,65,红色
172,2,女,杭州,宝马3系,96,白色
173,9,女,深圳,奥迪Q2L,65,红色
174,11,女,深圳,奥迪A6L,87,白色
175,10,男,北京,奥迪Q2L,65,黑色
176,12,男,天津,奥迪A6L,87,蓝色
177,10,男,北京,奥迪A6L,87,白色
178,2,男,北京,宝马3系,96,蓝色
179,5,女,广州,宝马3系,96,黑色
180,10,男,天津,宝马X1,95,红色
181,9,男,上海,奥迪A6L,87,黑色
182,5,女,深圳,奔驰EQC,150,红色
183,11,女,天津,宝马X1,95,蓝色
184,3,女,广州,奥迪Q2L,65,蓝色
185,8,男,上海,大众朗逸,23,灰色
186,9,男,杭州,奥迪A6L,87,红色
187,6,女,上海,奔驰EQC,150,灰色
188,2,女,上海,奔驰EQC,150,灰色
189,12,女,杭州,宝马X1,95,黑色
190,10,女,北京,宝马X1,95,灰色
191,5,男,上海,奔驰EQC,150,蓝色
192,9,女,上海,大众朗逸,23,红色
193,9,男,天津,奥迪A6L,87,白色
194,6,女,深圳,宝马X1,95,红色
195,11,男,广州,大众朗逸,23,灰色
196,5,女,杭州,奔驰EQC,150,蓝色
197,9,女,广州,大众朗逸,23,白色
198,7,女,上海,奔驰EQC,150,黑色
199,5,男,广州,奥迪Q2L,65,白色
200,5,女,天津,大众朗逸,23,红色
201,2,女,广州,宝马3系,96,红色
202,2,女,深圳,宝马X1,95,红色
203,9,女,深圳,奥迪Q2L,65,红色
204,3,男,北京,奥迪Q2L,65,黑色
205,12,女,北京,大众朗逸,23,红色
206,9,女,杭州,奔驰EQC,150,红色
207,7,女,上海,奔驰EQC,150,灰色
208,12,男,广州,奥迪A6L,87,白色
209,9,男,北京,奔驰EQC,150,蓝色
210,5,女,北京,奔驰EQC,150,白色
211,9,男,杭州,奥迪Q2L,65,红色
212,8,女,杭州,宝马X1,95,黑色
213,3,女,广州,大众朗逸,23,蓝色
214,4,男,上海,奥迪Q2L,65,蓝色
215,5,女,深圳,大众朗逸,23,灰色
216,10,男,天津,奥迪A6L,87,灰色
217,11,男,北京,宝马3系,96,白色
218,11,男,上海,奥迪A6L,87,白色
219,3,男,深圳,宝马X1,95,灰色
220,3,女,深圳,大众朗逸,23,黑色
221,7,女,北京,大众朗逸,23,蓝色
222,8,女,深圳,大众朗逸,23,灰色
223,11,男,深圳,奥迪A6L,87,蓝色
224,10,女,天津,宝马3系,96,红色
225,5,男,广州,宝马3系,96,红色
226,2,女,广州,奔驰EQC,150,黑色
227,6,女,北京,奔驰EQC,150,黑色
228,2,女,深圳,奥迪A6L,87,灰色
229,11,女,上海,大众朗逸,23,蓝色
230,8,男,北京,宝马3系,96,白色
231,1,男,上海,奔驰EQC,150,红色
232,3,女,杭州,宝马X1,95,灰色
233,6,男,北京,奔驰EQC,150,白色
234,4,男,深圳,奔驰EQC,150,黑色
235,1,女,深圳,奥迪Q2L,65,白色
236,3,女,杭州,奥迪Q2L,65,白色
237,8,男,杭州,大众朗逸,23,黑色
238,10,女,广州,奥迪Q2L,65,灰色
239,2,女,深圳,大众朗逸,23,灰色
240,6,女,广州,奥迪Q2L,65,蓝色
241,5,男,北京,奥迪A6L,87,蓝色
242,8,女,上海,大众朗逸,23,黑色
243,12,女,杭州,奥迪Q2L,65,红色
244,11,男,天津,奥迪A6L,87,灰色
245,1,男,上海,奥迪Q2L,65,蓝色
246,9,男,深圳,大众朗逸,23,蓝色
247,3,女,深圳,奥迪Q2L,65,白色
248,12,女,上海,宝马X1,95,白色
249,8,女,杭州,宝马X1,95,灰色
250,12,女,深圳,奥迪A6L,87,白色
251,3,男,深圳,奥迪A6L,87,黑色
252,8,男,广州,大众朗逸,23,灰色
253,12,男,北京,奔驰EQC,150,灰色
254,7,女,上海,奔驰EQC,150,灰色
255,7,女,上海,宝马X1,95,红色
256,7,男,深圳,宝马3系,96,灰色
257,3,女,深圳,大众朗逸,23,蓝色
258,6,男,上海,宝马3系,96,灰色
259,2,女,北京,奔驰EQC,150,蓝色
260,2,男,杭州,奥迪A6L,87,黑色
261,5,女,杭州,奥迪A6L,87,蓝色
262,8,女,天津,大众朗逸,23,白色
263,8,女,杭州,大众朗逸,23,蓝色
264,7,女,杭州,奥迪A6L,87,红色
265,9,女,杭州,奔驰EQC,150,白色
266,11,男,广州,大众朗逸,23,红色
267,10,女,北京,宝马3系,96,蓝色
268,12,女,杭州,奔驰EQC,150,白色
269,5,男,北京,奔驰EQC,150,红色
270,10,男,深圳,奥迪Q2L,65,灰色
271,9,女,北京,奥迪Q2L,65,白色
272,7,女,上海,奔驰EQC,150,黑色
273,4,男,深圳,奥迪A6L,87,蓝色
274,6,女,天津,奥迪Q2L,65,黑色
275,9,男,杭州,奥迪A6L,87,蓝色
276,7,男,天津,宝马3系,96,黑色
277,2,女,天津,宝马3系,96,白色
278,2,女,杭州,宝马3系,96,红色
279,1,女,上海,宝马3系,96,白色
280,1,男,上海,宝马X1,95,白色
281,11,女,北京,奥迪A6L,87,灰色
282,10,女,上海,奥迪A6L,87,红色
283,7,男,广州,奔驰EQC,150,蓝色
284,6,男,广州,大众朗逸,23,白色
285,7,女,广州,奔驰EQC,150,白色
286,8,女,广州,大众朗逸,23,黑色
287,12,女,上海,大众朗逸,23,蓝色
288,5,女,广州,宝马3系,96,黑色
289,9,男,上海,宝马3系,96,黑色
290,7,女,上海,大众朗逸,23,黑色
291,2,女,深圳,奥迪A6L,87,红色
292,4,女,杭州,奥迪A6L,87,蓝色
293,11,男,上海,宝马3系,96,黑色
294,12,女,天津,奔驰EQC,150,蓝色
295,12,男,广州,大众朗逸,23,蓝色
296,4,女,杭州,奥迪A6L,87,黑色
297,7,女,北京,奥迪Q2L,65,白色
298,3,女,上海,宝马3系,96,白色
299,10,女,深圳,宝马X1,95,白色
300,5,女,天津,奥迪Q2L,65,灰色
301,2,男,杭州,宝马X1,95,蓝色
302,2,男,天津,大众朗逸,23,灰色
303,1,男,广州,大众朗逸,23,白色
304,11,男,天津,大众朗逸,23,白色
305,2,男,杭州,宝马3系,96,黑色
306,3,男,深圳,大众朗逸,23,黑色
307,11,女,深圳,大众朗逸,23,蓝色
308,5,女,天津,大众朗逸,23,黑色
309,7,男,北京,奥迪A6L,87,灰色
310,6,女,深圳,宝马X1,95,白色
311,5,男,北京,奥迪A6L,87,红色
312,8,男,杭州,大众朗逸,23,白色
313,10,女,深圳,奥迪A6L,87,黑色
314,4,女,北京,宝马X1,95,白色
315,10,男,杭州,宝马3系,96,白色
316,1,男,北京,奥迪Q2L,65,红色
317,12,男,天津,奥迪A6L,87,黑色
